_id/$oid,country,date/$date,keyword,lang,__v,absolute,difficult,normalized,similarWord,traffic
63482d59029a762ebdfa10cf,br,2022-10-02T00:00:00.000+0000,2ª VIA DO BOLETO,pt-BR,0,5000,0,99,2ª via do boleto,0.5
63482d59029a762ebdfa10d2,br,2022-10-02T00:00:00.000+0000,GUICHÊ,pt-BR,0,5000,0,99,guichê,0.5
63482d59029a762ebdfa10d4,br,2022-10-02T00:00:00.000+0000,CONTRATAR BUFFET,pt-BR,0,500,0,98,contratar buffet,0.1
63482d59029a762ebdfa10cc,br,2022-10-02T00:00:00.000+0000,BRINCADEIRAS,pt-BR,0,500000,0,100,brincadeiras,50
63482d59029a762ebdfa10d1,br,2022-10-02T00:00:00.000+0000,VINHOS,pt-BR,0,500000,0,100,vinhos,50
63482d63029a762ebdfa12a8,br,2022-10-02T00:00:00.000+0000,PAGAR PELO APLICATIVO,pt-BR,0,50,0,86,pagar pelo aplicativo,0
63482d63029a762ebdfa12aa,br,2022-10-02T00:00:00.000+0000,DESENHO ANIMADO PARA CRIANÇAS,pt-BR,0,50000,0,99,desenho animado para crianças,5
63482d63029a762ebdfa12b2,br,2022-10-02T00:00:00.000+0000,CHINELO NIKE,pt-BR,0,500000,0,100,chinelo nike,50
63482d63029a762ebdfa12ab,br,2022-10-02T00:00:00.000+0000,VIDA REMOTA,pt-BR,0,50000,0,99,vida remota,5
63482d63029a762ebdfa12af,br,2022-10-02T00:00:00.000+0000,FARMACIAS APP,pt-BR,0,5000,0,99,farmacias app,0.5
63482d63029a762ebdfa12b4,br,2022-10-02T00:00:00.000+0000,LIMITES,pt-BR,0,50000,0,99,limites,5
63482d63029a762ebdfa12b0,br,2022-10-02T00:00:00.000+0000,POLISHOP ONLINE,pt-BR,0,50,0,86,polishop online,0
63482d63029a762ebdfa12b5,br,2022-10-02T00:00:00.000+0000,BANCO PJ ONLINE,pt-BR,0,50,0,86,banco pj online,0
63482d63029a762ebdfa12d3,br,2022-10-02T00:00:00.000+0000,CARTAO SAMSUNG,pt-BR,0,5000,0,99,cartao samsung,0.5
63482d63029a762ebdfa12d6,br,2022-10-02T00:00:00.000+0000,CONSULTAS NUTRICIONAIS ONLINE,pt-BR,0,500,0,98,consultas nutricionais online,0.1
63482d63029a762ebdfa12ce,br,2022-10-02T00:00:00.000+0000,COOPERATIVA CREA,pt-BR,0,50,0,86,cooperativa crea,0
63482d63029a762ebdfa12d1,br,2022-10-02T00:00:00.000+0000,REEF,pt-BR,0,5000,0,99,reef,0.5
63482d63029a762ebdfa12d7,br,2022-10-02T00:00:00.000+0000,MEDIDOR DE GLICOSE,pt-BR,0,50000,0,99,medidor de glicose,5
63482d63029a762ebdfa12d0,br,2022-10-02T00:00:00.000+0000,JOGADOR DE FUTEBOL,pt-BR,0,50000,0,99,jogador de futebol,5
